public_entity_id;official_name;official_name_norm;source_system;source_code;is_public_entity;is_public_service_strict;public_entity_type;chilecompra_reference_match;datos_gob_reference_match;dipres_reference_match;rut;entity_id;sii_legal_name;sii_match_method;sii_match_confidence;source_url;source_api_url;strict_reference_url
PUB-CL-B4833BF9A1FAD2F88E0D;I MUNICIPALIDAD DE LINARES;MUNICIPALIDAD DE LINARES;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:86545;true;false;MUNICIPALITY;true;false;false;69130300-4;ENT-RUT-69130300-4;I MUNICIPALIDAD DE LINARES;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-F5604953C1DB9CDCEE48;I MUNICIPALIDAD DE LITUECHE;MUNICIPALIDAD DE LITUECHE;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:7365;true;false;MUNICIPALITY;true;false;false;;;;NO_RUT_MATCH;UNMATCHED;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-E3EAC8E318A497C67686;I MUNICIPALIDAD DE LLANQUIHUE;MUNICIPALIDAD DE LLANQUIHUE;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:7064;true;false;MUNICIPALITY;true;false;false;69220300-3;ENT-RUT-69220300-3;I MUNICIPALIDAD DE LLANQUIHUE;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-5E28D44FDA698F614231;I MUNICIPALIDAD DE LLAY LLAY;MUNICIPALIDAD DE LLAY LLAY;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:118072;true;false;MUNICIPALITY;true;false;false;69060400-0;ENT-RUT-69060400-0;I MUNICIPALIDAD DE LLAY LLAY;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-21967B6B674ABB8F3337;I MUNICIPALIDAD DE LO ESPEJO;MUNICIPALIDAD DE LO ESPEJO;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:86518;true;false;MUNICIPALITY;true;false;false;69255100-1;ENT-RUT-69255100-1;I MUNICIPALIDAD DE LO ESPEJO;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-9AA2BAEE72AF8CE8DE9F;I MUNICIPALIDAD DE LO PRADO;MUNICIPALIDAD DE LO PRADO;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:87373;true;false;MUNICIPALITY;true;false;false;69254100-6;ENT-RUT-69254100-6;I MUNICIPALIDAD DE LO PRADO;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-E79D9EB8FC93B57A4FBE;I MUNICIPALIDAD DE LOLOL;MUNICIPALIDAD DE LOLOL;CHILECOMPRA_MERCADO_PUBLICO | DATOS_GOB_INSTITUTIONS;CHILECOMPRA:113258 | DATOS_GOB:municipalidad-de-lolol;true;false;MUNICIPALITY;true;true;false;69090500-0;ENT-RUT-69090500-0;I MUNICIPALIDAD DE LOLOL;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-8A9EDF263D96D8E70FDD;I MUNICIPALIDAD DE LONCOCHE;MUNICIPALIDAD DE LONCOCHE;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:113851;true;false;MUNICIPALITY;true;false;false;69191100-4;ENT-RUT-69191100-4;I MUNICIPALIDAD DE LONCOCHE;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-07A1538944B80CCAA015;I MUNICIPALIDAD DE LONGAVI;MUNICIPALIDAD DE LONGAVI;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:120788;true;false;MUNICIPALITY;true;false;false;69130600-3;ENT-RUT-69130600-3;I MUNICIPALIDAD DE LONGAVI;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-05ADE9DBFF1D4DD30F35;I MUNICIPALIDAD DE LONQUIMAY;MUNICIPALIDAD DE LONQUIMAY;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:119994;true;false;MUNICIPALITY;true;false;false;69181100-K;ENT-RUT-69181100-K;I MUNICIPALIDAD DE LONQUIMAY;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-609AD8845C8AE91BCC5E;I MUNICIPALIDAD DE LOS ALAMOS DEPTO COMUNAL;MUNICIPALIDAD DE LOS ALAMOS DEPTO COMUNAL;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:118620;true;false;MUNICIPALITY;true;false;false;69160401-2;ENT-RUT-69160401-2;I MUNICIPALIDAD DE LOS ALAMOS DEPTO COMUNAL;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-8B3C47365FEA9110405A;I MUNICIPALIDAD DE LOS ANGELES;MUNICIPALIDAD DE LOS ANGELES;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:87187;true;false;MUNICIPALITY;true;false;false;69170100-K;ENT-RUT-69170100-K;I MUNICIPALIDAD DE LOS ANGELES;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-4C807F50F91E6D08C5B2;I MUNICIPALIDAD DE LOS LAGOS;MUNICIPALIDAD DE LOS LAGOS;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:7159;true;false;MUNICIPALITY;true;false;false;69200600-3;ENT-RUT-69200600-3;I MUNICIPALIDAD DE LOS LAGOS;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-E87BAE2E680F56F3227F;I MUNICIPALIDAD DE LOS MUERMOS;MUNICIPALIDAD DE LOS MUERMOS;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:7304;true;false;MUNICIPALITY;true;false;false;69220800-5;ENT-RUT-69220800-5;I MUNICIPALIDAD DE LOS MUERMOS;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-BF80D11E5E5821F329F8;I MUNICIPALIDAD DE LOS SAUCES;MUNICIPALIDAD DE LOS SAUCES;CHILECOMPRA_MERCADO_PUBLICO | DATOS_GOB_INSTITUTIONS;CHILECOMPRA:116408 | DATOS_GOB:municipalidad_de_los_sauces;true;false;MUNICIPALITY;true;true;false;69180300-7;ENT-RUT-69180300-7;I MUNICIPALIDAD DE LOS SAUCES;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-5C92F82D74BC1EF5A999;I MUNICIPALIDAD DE LOS VILOS;MUNICIPALIDAD DE LOS VILOS;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:116401;true;false;MUNICIPALITY;true;false;false;69041500-3;ENT-RUT-69041500-3;I MUNICIPALIDAD DE LOS VILOS;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-B11D224E54D5C3857677;I MUNICIPALIDAD DE LOTA;MUNICIPALIDAD DE LOTA;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:113259;true;false;MUNICIPALITY;true;false;false;69151300-9;ENT-RUT-69151300-9;I MUNICIPALIDAD DE LOTA;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-9A4D0FD45B9635F4851E;I MUNICIPALIDAD DE MAFIL;MUNICIPALIDAD DE MAFIL;CHILECOMPRA_MERCADO_PUBLICO | DATOS_GOB_INSTITUTIONS;CHILECOMPRA:115464 | DATOS_GOB:municipalidad_de_mafil;true;false;MUNICIPALITY;true;true;false;69200500-7;ENT-RUT-69200500-7;I MUNICIPALIDAD DE MAFIL;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-E8161C1FCEA191ABA6B2;I MUNICIPALIDAD DE MAIPU;MUNICIPALIDAD DE MAIPU;CHILECOMPRA_MERCADO_PUBLICO | DATOS_GOB_INSTITUTIONS;CHILECOMPRA:93619 | DATOS_GOB:municipalidad_de_maipu;true;false;MUNICIPALITY;true;true;false;69070900-7;ENT-RUT-69070900-7;I MUNICIPALIDAD DE MAIPU;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-C9F461F3C9BE76A68A0A;I MUNICIPALIDAD DE MALLOA;MUNICIPALIDAD DE MALLOA;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:115609;true;false;MUNICIPALITY;true;false;false;69081500-1;ENT-RUT-69081500-1;I MUNICIPALIDAD DE MALLOA;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-1DE3046884EC7ED2879A;I MUNICIPALIDAD DE MARCHIGUE;MUNICIPALIDAD DE MARCHIGUE;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:115304;true;false;MUNICIPALITY;true;false;false;69091300-3;ENT-RUT-69091300-3;I MUNICIPALIDAD DE MARCHIGUE;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-865E243B3F1C91D72754;I MUNICIPALIDAD DE MARIA ELENA;MUNICIPALIDAD DE MARIA ELENA;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:113738;true;false;MUNICIPALITY;true;false;false;69253600-2;ENT-RUT-69253600-2;I MUNICIPALIDAD DE MARIA ELENA;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-CD6CA4EB893376A956FF;I MUNICIPALIDAD DE MARIA PINTO;MUNICIPALIDAD DE MARIA PINTO;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:120798;true;false;MUNICIPALITY;true;false;false;69073300-5;ENT-RUT-69073300-5;I MUNICIPALIDAD DE MARIA PINTO;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-9DF0E33F80CCB5C4D5F2;I MUNICIPALIDAD DE MARIQUINA;MUNICIPALIDAD DE MARIQUINA;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:120001;true;false;MUNICIPALITY;true;false;false;69200400-0;ENT-RUT-69200400-0;I MUNICIPALIDAD DE MARIQUINA;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-CDDAD1022C08B615E824;I MUNICIPALIDAD DE MAULE;MUNICIPALIDAD DE MAULE;CHILECOMPRA_MERCADO_PUBLICO | DATOS_GOB_INSTITUTIONS;CHILECOMPRA:118070 | DATOS_GOB:municipalidad_de_maule;true;false;MUNICIPALITY;true;true;false;69110900-3;ENT-RUT-69110900-3;I MUNICIPALIDAD DE MAULE;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-1FCC6CF2F4EE6DC2195C;I MUNICIPALIDAD DE MAULLIN;MUNICIPALIDAD DE MAULLIN;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:120791;true;false;MUNICIPALITY;true;false;false;69220500-6;ENT-RUT-69220500-6;I MUNICIPALIDAD DE MAULLIN;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-57EC56EE21A4C44137A7;I MUNICIPALIDAD DE MEJILLONES;MUNICIPALIDAD DE MEJILLONES;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:117581;true;false;MUNICIPALITY;true;false;false;69020400-2;ENT-RUT-69020400-2;I MUNICIPALIDAD DE MEJILLONES;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-6647C0A12A03401A2EE1;I MUNICIPALIDAD DE MONTEPATRIA;MUNICIPALIDAD DE MONTEPATRIA;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:112924;true;false;MUNICIPALITY;true;false;false;69040800-7;ENT-RUT-69040800-7;I MUNICIPALIDAD DE MONTEPATRIA;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-998923922449174103FF;I MUNICIPALIDAD DE MOSTAZAL;MUNICIPALIDAD DE MOSTAZAL;CHILECOMPRA_MERCADO_PUBLICO | DATOS_GOB_INSTITUTIONS;CHILECOMPRA:99101 | DATOS_GOB:municipalidad_de_mostazal;true;false;MUNICIPALITY;true;true;false;69080500-6;ENT-RUT-69080500-6;I MUNICIPALIDAD DE MOSTAZAL;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-F4C4B5CE1351D6CF5738;I MUNICIPALIDAD DE MULCHEN;MUNICIPALIDAD DE MULCHEN;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:115311;true;false;MUNICIPALITY;true;false;false;69170500-5;ENT-RUT-69170500-5;I MUNICIPALIDAD DE MULCHEN;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-40E6515602F5765E2F20;I MUNICIPALIDAD DE NACIMIENTO;MUNICIPALIDAD DE NACIMIENTO;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:135561;true;false;MUNICIPALITY;true;false;false;69170700-8;ENT-RUT-69170700-8;I MUNICIPALIDAD DE NACIMIENTO;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-4DECA19C3741EB5992C6;I MUNICIPALIDAD DE NANCAGUA;MUNICIPALIDAD DE NANCAGUA;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:116750;true;false;MUNICIPALITY;true;false;false;69090400-4;ENT-RUT-69090400-4;I MUNICIPALIDAD DE NANCAGUA;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-10677C074D554BC35068;I MUNICIPALIDAD DE NAVIDAD;MUNICIPALIDAD DE NAVIDAD;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:118625;true;false;MUNICIPALITY;true;false;false;69073800-7;ENT-RUT-69073800-7;I MUNICIPALIDAD DE NAVIDAD;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-8CA2618C40EAB776380F;I MUNICIPALIDAD DE NEGRETE;MUNICIPALIDAD DE NEGRETE;CHILECOMPRA_MERCADO_PUBLICO | DATOS_GOB_INSTITUTIONS;CHILECOMPRA:142508 | DATOS_GOB:municipalidad-de-negrete;true;false;MUNICIPALITY;true;true;false;69170800-4;ENT-RUT-69170800-4;I MUNICIPALIDAD DE NEGRETE;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-0FB18F59928414287BBD;I MUNICIPALIDAD DE NINHUE;MUNICIPALIDAD DE NINHUE;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:7051;true;false;MUNICIPALITY;true;false;false;69140300-9;ENT-RUT-69140300-9;I MUNICIPALIDAD DE NINHUE;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-C41EF463B94738E02C66;I MUNICIPALIDAD DE NOGALES;MUNICIPALIDAD DE NOGALES;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:115468;true;false;MUNICIPALITY;true;false;false;69060600-3;ENT-RUT-69060600-3;I MUNICIPALIDAD DE NOGALES;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-E5B5864B7EEB032DD748;I MUNICIPALIDAD DE NUEVA IMPERIAL;MUNICIPALIDAD DE NUEVA IMPERIAL;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:114924;true;false;MUNICIPALITY;true;false;false;69190400-8;ENT-RUT-69190400-8;I MUNICIPALIDAD DE NUEVA IMPERIAL;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-00150F115794107465B0;I MUNICIPALIDAD DE NUNOA;MUNICIPALIDAD DE NUNOA;CHILECOMPRA_MERCADO_PUBLICO | DATOS_GOB_INSTITUTIONS;CHILECOMPRA:86764 | DATOS_GOB:municipalidad_de_nunoa;true;false;MUNICIPALITY;true;true;false;69070500-1;ENT-RUT-69070500-1;I MUNICIPALIDAD DE NUNOA;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-0EFA2BFB54654C78FC50;I MUNICIPALIDAD DE O HIGGINS;MUNICIPALIDAD DE O HIGGINS;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:115463;true;false;MUNICIPALITY;true;false;false;69253500-6;ENT-RUT-69253500-6;I MUNICIPALIDAD DE O HIGGINS;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-7FA832E675CE4048F05A;I MUNICIPALIDAD DE OLIVAR;MUNICIPALIDAD DE OLIVAR;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:119273;true;false;MUNICIPALITY;true;false;false;69081400-5;ENT-RUT-69081400-5;I MUNICIPALIDAD DE OLIVAR;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-7E19F8D5062D80E29F83;I MUNICIPALIDAD DE OLLAGUE;MUNICIPALIDAD DE OLLAGUE;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:119996;true;false;MUNICIPALITY;true;false;false;69252600-7;ENT-RUT-69252600-7;I MUNICIPALIDAD DE OLLAGUE;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
